Content,Answer
 @Leo Ezio  沒事 我原本跟你一樣，我是看到館長那邊覺得怪怪的就沒什麼看他的片（那時還有訂閱）後來鸚惡戰爭 第三部我就確定他在亂害人了😂,0
 @Xin Chang  勾芡說館長話語霸權我就對這人沒好感。,1
"一樣是戴面具，一樣是喊""話語霸權"" 惡魔貓男好太多了",0
"全片punchline ""鸚鵡""",1
笑死 發燒7,0
原本PTT上風向都偏向勾惡，但你講得比較有憑有據，且勾的爆料明顯偏某邊卻又假中立， 決定相信你~,0
說丁特時間不對那提出來啊?,0
丁特好幾天前直播上就直接打給烏鴉，早解清誤會沒事了,0
 @QQ templar  沒跟到直播，請問有連結嗎?,0
 @水宇H  我記得烏鴉跟丁特有電話和解，只有勾粉還在帶風向。,0
 @水宇H  11/11直播 戰旗聯盟 2小時35分-2小時55分左右,0
丁特早就將清楚了 就勾惡這個小人在那邊搞,1
谢谢！来自大陆的问候。哈哈哈哈哈,0
厲害，之前丁特的事情我又開始質疑你，現在又扳回來了,0
太精采了吧好好笑喔,0
喝杯拿鐵,0
聽烏鴉嘴勾惡真爽！🎉,0
五天了還在發燒，太神啦,0
鹦鹉缩水了内，收了绿色的钱要开始做功课黑了。不然跟不上节奏，然后也还没有新的计划黑乌鸦。可怜的鹦鹉,1
我看了4次了 加油烏鴉,0
信誓旦旦要收民進黨的黑料 收到哪裡去了 某BUMP還真倒楣,0
看的真過癮👍,0
45分鐘的影片我居然看完，神奇，支持一波。,0
溝二的臉好腫,0
烏最後都是勝利的，希望可以收拾一下背骨仔重讀，別放過那垃圾,1
好期待發新片 直接把勾惡送下去,0
有腦袋的都知道勾惡一大堆東西都是假的....但是沒腦的卻一堆...,0
我在勾惡那邊被ban，我只是問跟黑道拍片的人，說要掃黑是不是喊給粉絲排卵的，沒有腦粉回覆，開小帳測試留言看不到，確定被ban了 哀 趕緊讓那種每部影片都在要錢的人下去好嗎？一口一個認識黑白，錢到處收，又收標案又收粉絲錢，還自己說一堆高官喜歡找勾餓，我才不信他很缺錢咧，話說他拍那種新聞都找得到資訊的片需要什麼錢？錢花去哪了？水很深喔 補充一下 昨天晚上勾二高端那部留言5800條，目前掉到5500條，我是沒想到留言會隨著時間往下掉啦,0
刪掉一言堂，成就自己偉大。,0
就是一群中二信眾同溫層啊,0
我這帳號早在館長吵架時就被BAN了，那邊一言堂的 幾個月前我就用兩個帳號相互測試過 後來試被屏蔽最多只能點讚，留言會消失 就算在另個帳號底下留言，也是看不到 只會出現有1則回覆，但按下去看不到,0
剩5400條留言了 跟他的訂閱數一起往下 哈,0
薛不薛,0
可惡讓我開始期待勾惡的金主是誰了,0
吃瓜🐥,0
吼….烏鴉認真剪片啦，五天了還不上片，我要看新片啦。,0
特哥真是特帥，決定性的一擊,0
勾惡幫主最新影片說官員很愛找他 又不敢公佈錄音檔 烏鴉跟他對話那次他知道要錄音 這次高官找他更該錄音吧 幫主不會說謊吧🤣🤣,0
"自從烏鴉踢爆挺勾的留言好多都是新帳號之後, 突然多了一堆新帳號挺烏鴉😂 小心被栽贓啊 🤫",0
感覺勾惡灌水軍進來，感覺流量變低,0
烏鴉 要加油啊!!!別讓這種人得逞了,0
最近看到J懂被抓的新聞該不會????,0
偷改封面，抓到（反串）,0
舒服，這個世界少了一個低能兒,1
改鸚鵡就跟烏鴉一樣是鳥類了 😂,1
罵烏鴉的流言都被水軍覆蓋了，大家要往下滑,0
你還在水軍啊😂,0
你超可憐丁特也出來嘴勾惡了 勾惡就一個愛桶人的垃圾,1
不好意思打擾，不過我看到一個頻道，一直抄襲，或是貶低烏鴉，希望烏鴉處理：https://youtu.be/8ll25Az-054,0
這個好屁孩喔😂太屁了~~~,0
他就屁孩國小生 還關留言會笑死,1
勾惡粉絲都這種的阿 https://www.youtube.com/watch?v=sLLtYOm4NcQ 這也一個，加上一兩年前啥勾惡幫堂主、護衛隊 真的替勾惡感到尷尬，粉絲都這種的,0
 @QQ templar  金魚跑酷 我只是說小心烏鴉真的告他，我在看有沒有人會幫你 就被隱藏了😂,0
原來鸚鵡口中的台灣幼苗都是他粉絲嗎😂,1
我也有看到一個「人性解毒師」還是什麼我忘了～他挺重讀然後我聽他聲音 跟 這部嗆賴鴻霖外掛的好像～大家幫我聽一下https://youtu.be/gJNtc0-NoTw,0
他的網站連結，https://youtu.be/DNNGPqimkcs 請斟酌聽 因為真的會吐血完全沒邏輯,0
我們大家再來看看！毛片小偷狗噁過陣子就又回來蹭烏鴉了～因為他做的片沒人要看～蹭烏鴉才有流量！不知道下次又偷了什麼毛片？錄了什麼音？,1
好雜,0
假帳號真是有夠多,0
。,0
留言紀念一下，還在發燒,0
真的 很少有超過10分鐘的影片我沒有再用快轉跳著看 最近幾部我真的原速看到完 只能說 加油 很久沒有給影片贊了 給一個以示支持,0
妄娜就在跟蛋塔的直播裡面就有說討厭勾惡的背骨,0
看到這集終於知道為甚麼大家要去勾芡那邊留言 幫主加油 這次我也只想跟勾芡說 你要加油。,1
小勾勾就是沒營養 北爛 🤣🤣,1
如此有條有理的說話、解釋、打臉~就是舒服~看了兩遍都不嫌多!,0
靠北啊，只會在那7788。出來對質,0
笑死這破事是要搞多久😅 還在互咬,0
陳柏融 你是有什麼資格說別人嗎??一開始的生鮮直播，陳昱瑋到底是跟誰有座生鮮 你有提出嗎?? 說他是初樂董事長 又說是青青經紀人 結果後來證實也完全跟他無關。 星宣根瑋哥 這兩位也是莫明其妙被你牽扯，楷教練沒在初樂直播 也被你在影片上牽扯，然後他事後澄清卻又收到恐嚇，又是在套話還是怎樣嗎?? 被拚鮮錄影 說要可以跟別人輸贏，結果錄音被放出來的時候，馬上跟黑道低聲下氣的道歉那副樣子還真是好笑，說要操翻黑道，到底是誰被操了。 最誇張的是，把藝青會說藝青商會！又說是黑金城創的！又說假公益真詐財，是怎樣 為了流量 就可以不查證亂講話嗎?? 說自己很正義 結果新聞報出來 你變成警政署第五波掃黑對象，說別人造成社會紛爭，那你這傢伙 不就是最該死的嗎?? 說陳昱瑋竊盜你公司影片，那應該可以去提告了，不要整天自說自話 講得自己都很對，別人都錯的。,0
創號帳號時間2022/11/16 先像一點再來嘴,0
這網軍也太不敬業了吧，還USER，叫小明都比較真實,0
這帳號是真的有點東西哦,0
開大號來留言比較有說服力 真的,0
又是個開新創帳號來帶風向的,0
還沒嗆就輸惹 開本尊來好嗎😂,0
勾惡就要倒了 還在繼續帶風向啊 丁特都出來嘴勾惡了 勾惡這種咖啊下去好嗎,0
建議雙方出來面對面開記者會把證據都拿出來這樣最公平。,0
五天前的影片還能發燒#7，彩虹鳥烏鴉有實力XD,0
勾惡會錄朋友音真的不可取，這種人根本不適合當朋友。,0
只能說勾惡笑死沒朋友，我覺得他阿公看錯他了！,0
很多影音工作者都會有隨時記錄的習慣 我們一般 人可能覺得不可思議，但對他們來說可能是習以為常的事 你如果去回想看過的影片(不限於烏鴉或勾惡)常常有很多鏡頭如果去深思的話，會發現他們怎麼會有當時的紀錄(聲音或影像) 因為對他們來說，紀錄生活中的一切事物就是他們的工作重點,0
 @chihom1  老實說 我贊同你的想法 但是錄音兩年朋友的對話 已不是從事影音者的習慣了 而且主要是不放出所有影音檔 這就是別有用心...,0
 @chihom1  你說的叫紀錄生活 記錄生活跟刻意錄音還惡意剪輯攻擊別人是兩碼子事,0
 @傅敏  1.紀錄生活跟刻意錄音在行為上的差別是什麼?都是錄音，差別只在於你挺的人叫紀錄生活，你厭惡的人叫刻意錄音。我只是呈訴一種現象，而你是戴著有色眼鏡在看待事情。 2.兩人在交戰時所有行為都是惡意的，你覺得很奇怪嗎?重點是事實真相誰比較接近真實。而當你戴著有色眼鏡、或已經選邊站時，你是不可能看到真相的!!,0
 @chihom1  你覺得你是在程訴現象，但我就是帶著有色眼鏡，那你所謂的程訴，就是你的有色眼鏡，進而讓你忽視事實真相 記錄生活跟刻意錄音的差別就是你現在看到的這樣，會有爭議的產生，但你偏偏無視這些，反而把刻意錄音這件事情合理化，請問一下，那偷拍是屬於記錄生活還是刻意錄影？ 你自認的中立客觀，不過是你的自以為罷了，當你開始合理化別人認為的不合理，當別人反駁你的時候，你還扣上一個有色眼鏡的帽子，其實你的立場不言而喻,0
 @傅敏  我說過了，當你選邊站時，就代表你戴了有色眼鏡。我呈述影音工作者有隨時錄音錄影的習慣，這是一個事實，而因為你有特定的支持對象，所以任何跟你意見相左的言論，在你看來就是戴了有色眼鏡。呵呵。 當一個習慣養成時，你就是會持續去維持這個習慣。請注意勾惡錄音的時候和烏鴉並沒有交惡，他只是在進行他的習慣。所以沒有你所說的知道會有爭議產生所以刻意錄音這種事。當然，這必須建立在勾惡本身就有隨時記錄身活這種習慣的前提。然而我並不知道他是否有這種習慣。 回到我最初的留言『很多影音工作者都會有隨時記錄的習慣。我們一般 人可能覺得不可思議，但對他們來說可能是習以為常的事』 所以我認為勾惡會錄音是很自然的行為，你也可以提出他本來都不會錄音，但是就是針對烏鴉刻意錄音的證據打臉我，歡迎!! 基本上我是比較挺勾惡，沒錯。但整件事我並沒有很了解來龍去脈，雙方的影片我也都沒什麼看，所以針對這一議題我幾乎不留言討論。我只是針對樓主說的『錄音』這個行為說出自己的看法，沒想到調出一個雙標俠阿，呵呵!!,1
 @傅敏  至於你所謂的偷拍事有明確的法律規範的，如果紀錄的影音是『他人』非公開的活動，那烏鴉大可提告。 但事實上所有影音都是跟勾惡自身相關，所以在烏惡戰爭裡，目前似乎沒有所謂偷拍的情事。 如果你只是想問【偷拍是屬於記錄生活還是刻意錄影？】法律都有相關規範，請自行查閱,0
​ @chihom1  看到你的留言，你會挺勾噁我也不是很意外，畢竟一下說人有色眼鏡，一下說人雙標俠，非常符合勾粉的思考邏輯，反正就是我最中立，我最客觀，別人反駁就是雙標就是有色眼鏡，勾粉真棒~幫主最棒～隨便回一下就釣出一個信眾，笑死 偷錄音就推給習慣，反正呢，烏鴉沒提告就是不違法，真的是邏輯死去，勾噁就是拿私下錄音進行剪接攻擊，你的習慣也是私下錄音，並且讓你拿錄音剪接後攻擊昔日朋友的嗎？ 那你朋友知道嗎？還是你都偷錄？ 原來自己也是當事人就合理，那李宗瑞被判刑還真冤，李宗瑞是不是也可以說自己是習慣？ 笑死，原來習慣就可以合理化，假中立，說人有色眼鏡，這也是你的習慣嗎？信眾腦，哈哈哈,1
 @傅敏  不虧是鴉粉，完全迴避問題~佩服佩服!! 我是說了我比較支持勾惡的觀點，但整件事我並不完全清楚，所以我對烏惡戰爭並沒有評論，所以我就是勾粉?! 你設套我就要入座?! 你就繼續活在自己的幻想裡吧!! 包括中間講的【你的習慣也是私下錄音，並且讓你拿錄音剪接後攻擊昔日朋友的嗎？】 【那你朋友知道嗎？還是你都偷錄？】 自己提了一個疑問句，然後最後肯定我也會錄朋友音，你還真的活在自己的幻想中呢!! 李宗瑞的偷拍是什麼情況?因為他拍到了他人的隱私部位，所以偷拍罪成立，冤嗎? 習慣只要不違法當然可以合理化，請問你李宗瑞違法了嗎?請問你勾惡又為了哪一條法呢?歡迎說出來打我臉!! 小朋友，不要活在自己的幻想世界~~~ 對了，我也是凡人，我當然無法保持完全中立，這我承認，所以我不想對烏惡戰爭有太多發言，你說我有戴有色眼鏡，或許!!但我盡量讓自己中立，不去評論自己不知道的地方，那你自己呢?! 早點睡吧，小朋友~~,0
 @chihom1  勾粉信徒繼續裝中立，果然跟你們教主如出一轍的被害妄想，還設套？笑死 連回答問題的能力也是跟你們教主如此相似，完全迴避問題，或顧左右而言他，自己功課不做，然後還在那邊說，喔，烏惡戰爭沒有評論，笑死，要挺還要裝中立，是哪招～拿兩年前偷錄音剪接來攻擊，不違法？ 要不要去做點功課再來說嘴阿？ 不是人家不提告就合法好嗎？還小朋友呢～ 腦子發育完全了嗎？小朋友～ 信眾洗腦洗得真的很成功，要不要去看一下李宗瑞的判決書？ 妨害秘密罪要不要去研究一下？ 別說合法不合法拉，就問因為他是影音創作者，就可以拿私下錄音上檯面攻擊人？ 還是用剪接的方式？這樣你認同？ 真的是信眾腦，還小朋友？～呵呵,0
 @chihom1  然後我對你是不是凡人，還是有沒有錄音朋友沒半點興趣，反正從你的回應就能看的出來，你的思考邏輯跟立場，真的很勾，早點睡吧，中立腦～,1
 @傅敏  1.我迴避你什麼問題?你可以說清楚一點，我可以正面回答你!!說不出來就是你還活在自己的幻想中 2.我對烏惡戰爭沒興趣，為什麼要浪費時間研究?!勾惡後面發的影片我根本沒點進去看過，烏鴉這部影片也是YT一直推薦我才點進來看，也是跳著看 3.拿自己的錄音來自證清白(或者你說的攻擊他人)違反哪條法律?!你倒是說出來讓我長長知識!!我沒有說不告就合法，但若烏鴉可以提告，他是要依據哪一條告呢?!好好奇喔!! 4.妨礙秘密罪你真的有看清楚嗎?! 第 315-1 條 有下列行為之一者，處三年以下有期徒刑、拘役或三十萬元以下罰金： 一、無故利用工具或設備窺視、竊聽他人非公開之活動、言論、談話或身體隱私部位者。 二、無故以錄音、照相、錄影或電磁紀錄竊錄他人非公開之活動、言論、談話或身體隱私部位者。 李宗瑞違反的是竊錄他人身體隱私部位，如果李宗瑞是拍他家裡的客廳，只有拍到女方進屋的畫面，那就沒有違反秘密罪的問題了 你認為勾惡違反哪一點?!竊錄「他人」非公開言論?!但勾惡本身就是對話內容中的當事人，所以不能當作「他人」非公開言論 5.【別說合法不合法拉，就問因為他是影音創作者，就可以拿私下錄音上檯面攻擊人？】怎樣?!縮啦?!不是一口咬定勾惡偷錄違法?! 6.我還是重申，我對整個事件不清楚，也不想浪費時間去搞清楚。勾惡的錄音是拿來攻擊他人?!是拿來自證清白?!是拿來反擊?!我不下定論，而且這也不是我一開始的重點。我一開始的重點就只有【很多影音工作者都會有隨時記錄的習慣 我們一般 人可能覺得不可思議，但對他們來說可能是習以為常的事】 7.設套說我會錄朋友音的是你，現在發現我不跳進你的劇本裡，又沒興趣啦?!唉~~整天活在自己幻想的小朋友，可憐,0
​ @chihom1  你是不是有閱讀障礙？所以你覺得拿兩年前偷錄音剪接來攻擊，不違法？這個問號看不懂嗎？ 原來不只是邏輯死去的信眾，還是個法盲，二、無故以錄音、照相、錄影或電磁紀錄竊錄他人非公開之活動、言論、談話或身體隱私部位者。這個所謂他人，不是自己是當事人就不犯法，懂?而他的無故，就是依照使用的合理性來判定這個故，真的是智力測驗沒過才能成為信眾嗎？ 針對你的第五點，我是蠻好奇的，縮什麼？我認為不合法阿，怎麼？你覺得合法嗎？那你可以私底下多去錄音在學溝噁東拼西湊的剪接，反正信眾有樣學樣不意外，還縮呢？陳述事實而已，笑死，你平常在學校都這麼自我感覺良好嗎？ 三更半夜打了一長串就生出一堆似是而非的垃圾文.....真的是佩服你的信仰，虧你自己上面還說記錄他人非公開活動，烏鴉可以提告，然後現在問我烏鴉可以告哪條？ 自己不清楚事件不去搞懂，然後假裝中立，阿請問一下，你都知道人家在吵架，結果你不管，就只說，喔喔喔，創作者會錄音很正常拉，都習慣啦，惡意剪接也不管，哪門子的中立？溝噁式中立？ 還整天設套，請問一下，你錄不錄音跟我有什麼關西？設你套能幹嘛？我就是出來打臉你而已啊，讓大家看看你自認的中立是什麼樣子？反正呢，你自己都講了，你就是靠攏溝噁，那又何必裝什麼中立？你的行為就像今天一個強姦犯，強姦完人，喔，為什麼他不帶套一樣，我沒跟你討論事情來龍去脈，我只是說為什麼不戴套，戴套才安全，你的腦子邏輯在學校也是這樣嗎？ 反正呢，我也懶得跟你在廢話了，你的回覆已經充分的讓大家知道，你的立場跟邏輯是什麼樣子，為了你好，建議你還是做點功課再發言，不然這種自打臉的方式跟溝噁有夠像，會讓人笑死～你說是嘛？小朋友？哈哈,1
 @傅敏  1.你自己去各大律師事務所查法律小百科吧 錄自己的對話基本上是不違法的 法盲?!這個詞拿來形容你還挺適合的呢!! 2.針對我的第5點，你自己打的字是【別說合法不合法啦，就問.....】 如果你堅持勾惡是偷錄，為什麼放棄自己法律上有利的角度，改想用你的道德規範約束他人，這不是縮了嗎?! 有法律當武器幹嘛退回道德底線?! 3.我假裝中立?!我本來就是中立的立場，幹嘛裝呢?!雖然人本來就不可能100%中立，但我讓我自己盡可能中立 4.【虧你自己上面還說記錄他人非公開活動，烏鴉可以提告】 我所謂的【他人】是指紀錄內容【不含自己】的【他人】。如果紀錄內容是包含自己在內的影音紀錄，法院是認為不違法的，自己去查相關法律百科吧!! 5.我對烏惡戰爭沒興趣，為什麼要浪費時間?!我說創作者會有紀錄影音的習慣，這也是事實。這個事實戳到你的玻璃心啦?!好啦，乖乖，別哭!! 6.一開始把我的人設假定成是會隨時錄音影的人可是你啊，被我打臉你惱羞成怒啦?! 7.什麼強姦犯?!不戴套?!舉什麼例子?!看不懂，不要活在自己的世界裡好嗎!! 8.是的，我的回覆已經讓大家知道我是個邏輯清晰的人，也讓大家看清你是個活在自己的幻想世界的小朋友 你的回應我幾乎都逐條回復，但是我的回應你似乎幾乎都避重就輕呢 為了你好，相關法律知識要自己查清楚，別再鬧笑話了，小朋友，哈哈,0
 @chihom1  笑死，一開始說自己中立，現在又變成盡可能中立了，你可真會轉，還幫自己開脫，人不可能100%中立，真的會被你笑死😂 反正呢，你不在乎勾噁用兩年前的錄音剪輯，來佐證勾噁對烏鴉的指責，但你可以接受勾噁私下錄音朋友，而且音檔已知會留存兩年，簡單來說，你認為這樣的行為合法，並且合理，前提要件都不在乎，然後說我避重就輕？ 是是是，小朋友你開心就好，反正呢，你這嘴臉大家看得很清楚，先幫自己塑造一個中立討論的嘴臉，被拆穿腦羞了，趕快幫自己的行為辯解，說自己不在乎烏惡事件始末，只討論錄音，什麼事前原因不管，法律上面的無故錄音條件也不管，都不管，你只想說錄音合理，是這樣沒錯吧？ 簡直跟噁教主一樣的思考邏輯是怎麼回事呢？,1
 @傅敏  1.你能舉一個100%中立的人出來讓大家見識看看嗎?我說我中立，是我希望自己立場中立，但我知道這不可能，因為根本沒有這種人，但我還是希望自己能保持盡量中立，所以不評論烏惡戰爭的相關細節。你玩這種文字遊戲只是彰顯自己的小雞肚腸罷了，可笑可笑!! 2.我根本不關心烏惡戰爭，所以勾惡用2年前還是20年前的紀錄我都不在乎，我的重點自始至終只有『很多影音工作者都有隨手記錄的習慣』，這種行為很『合理』。至於合不合法，如果是記錄自己的對話內容目前的法院判決來說都是不違法的。你硬要說他偷錄和烏鴉對話違法，那是你自己無知擴大法律見解 3.我哪裡惱羞啦?!回來回來，別又活在自己的想像中阿。一個人惱羞通常會漫無目的的謾罵，我有嗎?反倒是你比較像惱羞吧。你的回文我幾乎逐條回復，我的回覆你反而常常選擇性失明吧😎😎 4.我可不是後面幾則回文才說自己不關心惡烏戰爭，我從回你的第2篇就說自己不關心惡烏戰爭了，你看看你，又活在自己的幻想世界，回來吧，孩子!!😂😂 5.【法律上面的無故錄音條件也不管】你到底在說什麼?有相關條文拿出來讓我長長見識阿，還是你又在幻想新的法律條文阿?! 拜託，多讀點書，不要看了幾條法條就自己擴大解釋，法律不是這麼運作滴，孩子~~😂😂,0
 @傅敏  1.你認為錄音不合理、也不合法。但事實上很多影音工作者也在做同樣的事，包括烏鴉也有錄過他和其他人的通話內容，怎麼沒看你跳出來指責烏鴉呢?!是不是雙標?! 2.你認為音檔留存2年不合理，你電腦裡所有的資料都會在2年之後通通清空嗎?如果會，你的行為才不合理吧。如果不會，那勾惡音檔留存2年哪來的不合理?!你只是單純的護主心切，結果被瘋狂打臉罷了 3.你認為勾惡惡意剪接。這我不評論，因為到底是惡意剪接?自證清白?強力反擊?因為旁觀者的立場不同會有不同的解讀。而且如果這部分有構成毀謗、妨礙名譽的罪刑，烏鴉可以提告，所以別再說我支持惡意剪接了，別把你的話塞到我嘴裡。還是那一句話，你下套我沒必要傻傻地跳進去 4.我還是回到我最初的發言『許多影音工作者都有隨時記錄的習慣』，你認為不合理、但事實上一堆人在做；你認為不合法、但法院判例告訴你錄自己的對話通常是不違法的。不想承認的話，你就乖乖地待在自己的幻想世界吧，世界是很殘酷的，孩子~~😂😂,0
 @chihom1  我立場很簡單 錄音 錄影 對我來說不算什麼事 但很基本的 為什麼我覺得勾惡從頭到尾我不挺他 因為他的主軸是拿他的錄音檔當主軸出來給烏鴉對打 但是就是不放全部 照邏輯來說 真如勾惡所說的 一定一刀斃命 到現在最新發展 去拿別人沒發過的片 去 誣蔑別人.... 錄音紀錄生活 我很贊同 自媒體時代 ok 但這不是拿剪輯出來東西攻擊人的理由,0
 @Baby J  尊重你的看法，因為整個事件我沒有花太多心思去了解，所以我也不想評論勾惡剪輯的東西是真的還是假的 我只是認為有些人把隨手紀錄生活當成違法行為很可笑而已 至於你說的剪輯音檔攻擊別人，如果有涉及毀謗或妨礙名譽，烏鴉也不是笨蛋，他在法律上會有自己的行動，但這不是我想討論的重點，因為我並不瞭解全貌，所以不想評論！！ 以上,0
 @chihom1  笑死，小朋友時間真多，本來看看懶得回，但你這扭曲我原話的方式有夠誇張，簡直跟勾噁嘴臉如出一徹啊😆那我只好又出來拍拍你的臉了 說自己中立，被我打臉馬上就改口，還要我舉誰中立？你腦子還好嗎？中立是你自己說的欸？謾罵好像也是你先的吧？ 又是有色眼鏡又是雙標仔？還是這兩個詞在你的世界是中性詞彙？ 然後我可從來沒說過錄音不合法阿？你閱讀障礙真的是嚴重，我是不是開頭就講了，記錄生活跟拿錄音來攻擊他人是兩碼子事情？真是可憐…. 然後檔案不會留存兩年，就更好笑了，什麼叫全清理才奇怪？你沒有整理習慣那是你自己的習慣差好嗎😒全清不是直接一鍵刪除欸，你整理東西是一次全丟嗎？ 如果是隨手記錄，檔案應該多到炸吧？畢竟要每個人都會錄音，那說是習慣才合理阿，那憑什麼兩年前的聊天錄音會留著？還是勾噁只針對烏鴉錄音？還一錄音就是兩年？那這種人也真的蠻噁心的，當然啦，會留著也是他的自由，搞不好人家硬碟很多，都留著哪天要出賣誰都很方便 喔對了，這些你都不管，其實我也不是很在乎啦，畢竟檔案要刪要留，當事人開心就好，他要留兩年也是他的自由，而且兩年後還能剪接一下，攻擊昔日朋友，幹嘛不留？啊，我又忘記你對這個沒興趣了，畢竟你只討論錄音是合法又合理的😂 舉個例子，有個人的興趣是鍛刀，有天拿著他鍛好的刀上街亂揮，砍到人，你會去他的社群頁面下面留言，很多人都有各自的興趣，鍛刀也只是它的興趣而已阿？ 別人回：但他拿他的刀亂… 你說：鍛刀是興趣！是合法的！ 你有沒有覺得你的行為很像這種？ 就像勾噁，我待過高檢署，高檢署的啥？替代役…. 這種偷換概念的方式，也就信眾買單 邏輯壞死的程度，要不是你是勾粉我差點以為你是從哪個精神病院跑出來的患者，這種生話誣賴別人的能力，盡得教主真傳阿 題外話，你那個1.2.3用意是什麼？我以為是閱讀的順序，還是那是你回應我問題的順序？因為我看不出來你回答了我什麼，而且你那些數字也不影響閱讀順序？那用意是幹嘛？聖誕裝飾？,1
 @傅敏  我們一一來釐清吧 1.我們之間的對話，最先出現「中立」這個詞是你第2篇裡自己先起的頭的，你自己腦補我是個客觀中立的人士，然後被我嘴了之後再來嘲諷我假中立 而我第一次提到「中立」這個詞是我回你的3篇裡，你一直腦補我裝中立，所以我在第三篇回你，我根本就不是完全中立，但我盡量保持中立。 所以我說你一直活在自己的幻想世界裡自嗨阿，可憐~~ 2.【我可從來沒說過錄音不合法阿？】 所以我說你除了選擇性失明、還選擇性遺忘呢，你自己去看看你回我的第四篇說什麼吧 【拿兩年前偷錄音剪接來攻擊，不違法？ 要不要去做點功課再來說嘴阿？ 不是人家不提告就合法好嗎？】然後後面延伸提到李宗瑞 【要不要去看一下李宗瑞的判決書？ 妨害秘密罪要不要去研究一下？】 因此在這一段可以認知，你認為偷錄音和李宗瑞妨礙秘密都是違法的，不是嗎?不然你為什麼要把兩者拿來類比呢?!你邏輯很清楚的話，倒是解釋給我聽聽!! 3.所以你也認同人家檔案保留2年是合情合理的行為嘛，那本來就是人家的自由，至於人家要怎麼用，你住海邊喔?! 4.你舉鍛刀那是什麼鬼例子阿，又在幻想了嗎?!懶得理你!! 題外話，我比較支持勾惡跟我是勾粉是兩碼子事，別偷換概念阿，烏鴉都是這樣教你的嗎?!,1
 @chihom1  別用「我們」好嗎，我就是來打臉你的，你這樣會像我感到噁心，也沒什麼好釐清的，畢竟你看不懂，不代表其他人看不懂 我說的明明就是「你自認客觀中立」，而我會這樣說，是因為你說我是有色眼鏡，那你不就自認自己很客觀？難道你會批評別人有色眼鏡，然後說自己，哈哈我也是嗎？ 然後你又再一次證明何謂閱讀障礙，錄音剪輯攻擊不違法，直接變成我說錄音不合法？我今天吃了個蛋糕，你說我吃了顆蛋？ 我真會笑死 我從頭到尾就是強調使用的合理性，你用你自己的認知，來認知我？替我說話？然後說我幻想？ㄜ....可以，這很勾噁，什麼叫合理使用？當事人私下對話錄音，本來就缺乏合理的隱私期待，但不代表可以事後拿來惡意剪輯栽贓這樣懂嗎？尤其這錄音還是兩年前，那我當然合理懷疑，勾噁就是刻意偷錄音，意圖剪輯妨害秘密阿，尤其他放出的還被證實都只是片段剪接，那不是違法，不然呢？ 檔案保留更好笑，要保留是他的事，我要發表想法，那這是我的事吧？今天如果不是勾噁，自己上傳兩年前的錄音，我會知道？這是可受公評之事實吧，你要不要去看一下本篇的開頭？你這自打臉的速度，佩服 我的舉例，看不懂是你的事情，我本來就對信眾智商沒多少期待，我是跟其他觀眾解釋你的行為有多勾噁 挺勾噁不一定是勾粉，但勾粉肯定挺勾噁，而且還是無腦挺，什麼前因後果都不管的那種，偏偏這點你做的很充足，可能只是剛好拉，你開心就好囉，反正我就覺得你是勾粉，而且我應該已經充分證明，你會歪曲別人留言，外加毫無邏輯思考，可能還有一點精神症狀？剛好跟勾粉素質都很像呢～,1
 @chihom1  剩下你慢慢回吧，我是已經懶得回了，該拆穿的都拆了，該搧的臉也搧了，都腫成這樣在搧下去，好像我在霸凌弱勢一樣，小朋友～功課記得寫喔～,0
 @傅敏  就說你整天都活在自己的幻想世界還不承認 你說【我自認客觀中立】不就是你自己幻想出來的我的人設 我說你戴有色眼鏡，表示我自認客觀中立?!非黑即白的單細胞思維的確蠻符合小孩子的思想模式!! 錄音不違法，違法的是剪輯攻擊?! 但你偷錄音剪輯後面舉李宗瑞的例子是扯到妨礙秘密耶，還要我去研究妨礙秘密，你指的不是偷錄音違法嗎?!不然叫我去研究妨礙秘密幹嘛?! 偷換概念的手法和烏鴉一樣呢!! 前面講【我從沒說過錄音不合法】後面又講【偷錄音妨礙秘密】，你是不是有人格錯亂阿 一下違法、一下又不違法，你要不要自己整理好再發言阿 你的意思是說，我去旅館偷拍別人性愛畫面，只要不流傳給別看就不違法的意思?! 違法的事就是違法，不會因為使用的合理性就合法，反之亦然!! 我去旅館抓姦，不會因為我的目是為了舉報通姦就變成偷拍別人性愛畫面的行為變成合法 錄音的行為也是，錄自己的對話不違法，不會因為拿來剪輯就變成違法 一碼歸一碼。錄音是一回事，是否造謠抹黑他人是另一回事 這麼簡單的道理都不懂，唉，小孩子就是這麼天真浪漫~~ 要保留幾年本來就是個人自由，好笑的是你一開始抨擊他錄音居然保留兩年，被打臉後又改口說保留幾年是他的自由 你這臉打的還真響呢!! 你要認為我是勾粉那本來就是你的自由，反正你就是非黑即白、非我族類其心必異的小雞肚腸心態，你就繼續幻想吧~~ 臉被打成這樣，還要自己搬板凳下台也是蠻可憐的 小朋友，肚子裡就那麼點墨水就不要隨便上來討戰，乖乖，不哭，雖然你臉腫的跟豬頭一樣，但社會險惡阿，你要記得繼續和你們鴉哥持續待在幻想世界裡比較安全喔，不然下一個打你臉的可不敢保證下手力度呢!,1
😀，難得這麼長我看得下去,0
勾惡 臉皮夠厚的,0
假哈哈哈哈哈哈,0
兩位YT毒瘤鬧夠霉 呵呵靠自身的黑歷史刷流量 真不虧是YT圈 靠屎都能賺錢,1
