文本,正向情感比率,負向情感比率,情感分數
會 不會 有 點 多 好 吧 人 道,0.1111111111111111,0.1111111111111111,2.2
希望 印尼 能 不要 刺 台灣 一 刀 就好,0.1111111111111111,0.1111111111111111,2.25
幹,0.0,1.0,0.0
他媽 不先 幫助 國內 還當 凱 子 捐錢,0.125,0.0,1.4
我 覺得 ok 人 道 救 援,0.0,0.0,1.0
k 黨工 大 舉 入侵,0.0,0.0,0.0
比 捐給 強國 好 多 了,0.16666666666666666,0.0,1.45
謝謝 印尼人 來 臺灣 工 作,0.16666666666666666,0.0,1.4
捐 這 ok,0.0,0.0,0.0
沒 捐給 92 都 是 浪費錢,0.0,0.0,0.0
不 是 捐給 敵國 支那 都 可 接受,0.125,0.0,1.15
斷交 省 了 好 幾億三千萬 還 ok 吧,0.125,0.0,1.45
靠 杯 的 都 是 92,0.0,0.0,0.0
捐 這 個 好 吧 又 不 是 智障 會 捐錢 給 敵國,0.07692307692307693,0.07692307692307693,1.9
都 是 捐錢 怎麼 捐給 日本 跟 捐給 印尼 大 家 態,0.0,0.0,0.0
不 是 捐給 中國 哪裡 都 好,0.14285714285714285,0.0,1.45
很好 印尼人 很多 來台 工 作 的,0.14285714285714285,0.0,1.15
可以 啦 好歹 不 交 惡 又 一 堆 外籍 朋友,0.09090909090909091,0.0,1.45
人 家 地震 又 海嘯 救 急 給 推,0.0,0.1111111111111111,1.6
太多 了,0.0,0.0,0.0
錢 多 4 ni,0.0,0.0,0.0
印尼 可以 接受,0.3333333333333333,0.0,1.15
還 好 印尼 除了 勞工 輸 出 也 蠻 多 國際 公司,0.08333333333333333,0.08333333333333333,1.95
設 廠 這 筆 救 援 的 蠻 正確 的 吧,0.09090909090909091,0.0,2.35
媽的 印尼 當年 排華 殺 了 多少 台灣人 捐給,0.0,0.2222222222222222,0.45000000000000007
他們 衝 三 小,0.0,0.0,0.0
能 起到 幫助 的 話 捐 這 個 不 浪費,0.1,0.1,2.05
浪費,0.0,1.0,0.65
印尼 排華 不過 印尼 也 不少 華人 人 道 立場,0.0,0.0,0.0
捐 這樣 算 很少,0.0,0.0,0.0
不知 道 執政黨 可以 從中 撈 多少,0.0,0.14285714285714285,0.8999999999999999
覺得 ok,0.0,0.0,0.0
這 筆 錢 他們 會用 在 台灣 人身 上 一 個 把 煽,0.0,0.0,0.0
動 排華 的 人 升官 的 國 家 會 救 助 華人 檢,0.0,0.0,1.0
調 還 說 拿 一般 侵犯 案 件 辦 比較 方便 的 國 家,0.07142857142857142,0.07142857142857142,1.6
錢 不 被 貪 就 不錯 了 而且 他們 殺 的 不只,0.08333333333333333,0.16666666666666666,2.025
是 26 還 有 台灣人,0.0,0.0,0.0
那麼多 人,0.0,0.0,0.0
蛤 印尼 不 是 蠻 多 勞工 在 我們 這 忙 嗎 捐,0.0,0.0,0.0
個 錢 幫 一下 還 行 吧,0.0,0.0,0.0
怎麼 不來 捐 助 我,0.0,0.0,0.0
台灣 照護 移 工 非 常 多 印尼籍 單純 人 道 援 助,0.07692307692307693,0.0,1.35
可以 接受 謝謝 平 日 對 長輩 們 的 照 料,0.2727272727272727,0.0,3.9
人 家 姦 殺 我 同胞 我 捐錢 幫 他 抱歉 我 不,0.0,0.15384615384615385,0.9
是 聖人 我 永遠 不可 能 同意,0.2857142857142857,0.14285714285714285,3.7
為什麼 要 捐 那些 國 家 跟 我們 有 邦交 嗎 幫 過,0.0,0.0,0.0
我們 什麼,0.0,0.0,0.0
排華 屠殺 是 真的 台灣 印尼籍 照護 工 多 也 是,0.0,0.09090909090909091,0.30000000000000004
rip,0.0,0.0,0.0
真的 有種 就 死不 請 外勞 請 本 國籍 的 一 個,0.08333333333333333,0.08333333333333333,2.0999999999999996
月 就 兩 倍 薪資 而已,0.0,0.0,0.0
之前年 改 就 一 堆 退休 人員 在 罵 以後 請不起 外,0.0,0.0,0.0
勞 了,0.0,0.0,0.0
捐 支那 才 是 浪費 捐 印尼 還 好 才 這麼 一 點,0.07692307692307693,0.07692307692307693,2.1
熱 臉 貼 冷 屁股,0.0,0.2,0.65
南無 阿彌陀 佛,0.0,0.0,0.0
天 佑 印尼,0.0,0.0,0.0
30 m 還 行 給 推,0.0,0.0,0.0
請 過 印尼 偷 錢 看護,0.0,0.16666666666666666,0.35
捐 三 小 幹,0.0,0.25,0.0
真愛 打 腫 臉 充 胖子 政府 是 錢 多 到 可以 做,0.07692307692307693,0.07692307692307693,2.0
灑幣 外交 是 不 是 我們 重 災 他們 有 幫忙 過,0.08333333333333333,0.08333333333333333,1.6
社 會 底層 的 酸民 根本 不會 懂 什麼 是 政 治,0.0,0.08333333333333333,0.75
跟 經濟 效益 也 不會 懂 整 個 社 會 供 需 運,0.0,0.07692307692307693,0.75
作 只 會 整 天 靠北 靠 母 耍 廢 不上 進,0.0,0.0,0.0
難 怪 永遠 當 底層,0.0,0.2,0.6
人溺己溺 阿彌陀 佛,0.0,0.0,0.0
雙 方 友好 個 屁,0.2,0.0,1.3
捐 印尼 真的 比 捐 支那 好 很多,0.25,0.0,2.5999999999999996
新 南向,0.0,0.0,0.0
捐 這 個 應 該 有 些 樓 很明 顯有 問題 故意,0.0,0.16666666666666666,1.55
印尼 看護 對台 灣 社 會 很 有 貢獻 這 個 捐款,0.08333333333333333,0.0,1.6
很 合理 阿 比 捐給 對岸 買 飛彈 好 多 了,0.18181818181818182,0.0,2.65
1600 印尼 加 油,0.0,0.0,0.0
還 行 啦,0.0,0.0,0.0
不要 捐給 乞丐 黑人 國 貪汙 或 支那 我 沒意 見,0.0,0.2727272727272727,1.4
要 不要 先關 懷 一下 你 台灣 的 可悲 低薪,0.0,0.2,1.15
肯定 會 被 上 層 a光,0.16666666666666666,0.0,1.45
只 希望 全數 用 在 災 民和 重 建 上,0.1,0.1,1.75
我 覺得 還 好,0.25,0.0,1.45
幹,0.0,1.0,0.0
我 覺得 還是 丟水 溝,0.0,0.0,0.0
三千萬 給 國內 是 要 幫助 殺 小 你 家 有 死人,0.08333333333333333,0.16666666666666666,1.8499999999999999
被 海 沖 走,0.0,0.0,0.0
人 道 救 援 有理 智 一 點,0.125,0.0,2.3
災難 有 夠多 的 地方 好 可憐,0.14285714285714285,0.2857142857142857,2.65
比起 捐給 不知 感恩 還 拿 飛彈 對著 我們 的 某 個,0.08333333333333333,0.08333333333333333,2.45
地方 這 是 ok 的,0.0,0.0,0.0
捐 太少 台灣 一 個 人 捐 不 到 兩 塊 印尼,0.0,0.0,0.0
對台 灣 的 貢獻 功不可沒,0.4,0.0,3.325
才 捐 一百萬 他媽 捐 太少 了 吧,0.0,0.0,0.0
印尼人 在 台灣 這麼多 人,0.0,0.0,0.0
人 道 關懷 推 一 個,0.16666666666666666,0.0,1.45
捐給 垃圾 幹 嘛 多 死 一 點 很好 啊,0.0,0.3,0.3500000000000001
就 人 道 關懷 啊,0.2,0.0,1.45
說 人 家 垃圾 的自 己 應 該 嗯,0.0,0.1111111111111111,0.30000000000000004
先 救 台灣人 好 嗎,0.2,0.0,2.45
捐 得 好 這樣 才 知道 當初 幫 印尼 建國 的 人,0.16666666666666666,0.0,2.55
陳智 雄 被 中國 民國 殺 了,0.0,0.14285714285714285,0.15000000000000002
留 言 一 堆 rochin 粉 在 跳 腳 跟 d 能 一樣,0.0,0.0,0.0
真的 有 推 文機 器人 只 給 人 捐 川震 的,0.0,0.0,0.0
100萬 還 ok,0.0,0.0,0.0
印尼 加 油,0.0,0.0,0.0
小錢 而且 不 是 捐 中國,0.0,0.0,0.0
我們 的 政府 很 有錢,0.2,0.0,1.35
都 是 太 平 洋 地震 海嘯 的 國 家 捐 一下 ok,0.0,0.07692307692307693,0.6
對 敵人 都 捐 幾十億 買 武器 了 還 好 吧,0.18181818181818182,0.09090909090909091,3.3
菜 你 媽的 狗娘 養大 的 垃圾 操,0.0,0.375,0.8500000000000001
結 果 新聞台 都 沒 怎麼 報 印尼 災情,0.0,0.0,0.0
某些 噓文 真 噁心 不過 剛 好 可以 拿來 加 黑名 單,0.08333333333333333,0.08333333333333333,1.75
捐給 川震 的 根本 就 被 支那 政府 吃掉 幹你娘,0.0,0.0,0.0
捐給 印尼 有 啥 問題 外勞 對 我們 也 有所 貢,0.09090909090909091,0.09090909090909091,2.2
獻,0.0,0.0,0.0
人 家 印傭 也 照顧 很多 台灣 阿 公 阿罵,0.1,0.0,1.15
印尼 排華 不排 台 台 印 一 家親,0.0,0.0,0.0
空心 蔡 大 灑幣,0.0,0.0,0.0
一百萬 鎂 超少 吧 前 幾樓 這麼 崩潰 喔 支持,0.1,0.1,2.0
早 就 有的 預算 發 個 白包 也 在 靠背,0.0,0.0,0.0
嗯 是 該 捐 個 給 印尼,0.0,0.0,0.0
捐 印尼 而且 才 一百萬 怎樣 都 比 給 中國 好,0.09090909090909091,0.09090909090909091,2.25
我 猜 一 堆 黨工 在 反串 這 種 錢,0.0,0.0,0.0
本來 就該 捐,0.0,0.0,0.0
很多 外勞 在 台灣 工 作 這 是 應 該 的,0.09090909090909091,0.0,1.15
捐 太少 1 印尼 是 台灣 外 傭 的 主 要 國 家,0.0,0.0,0.0
就算 用功 利 角度 出 發 看到 台灣 對 他們 的 母,0.16666666666666666,0.0,2.6500000000000004
國 好 他們 也 會 對 照顧 的 人 好,0.3,0.0,4.25
總比 捐給 支那 用來 買 飛彈 打 台灣 好 多 了,0.09090909090909091,0.09090909090909091,2.0
想 想看 當初 川震 捐 了 多少 億 區 區 幾千萬 就,0.08333333333333333,0.0,1.05
在 那邊 跳 腳 支那人 真的 不要 臉 到 極點,0.0,0.1,0.75
我 還以 為 台灣 政府 沒錢,0.0,0.0,0.0
做 善事 給 推,0.0,0.0,0.0
討厭 印尼 的 先祝 你 自己 或 親朋 好友 一 輩子 不,0.0,0.08333333333333333,0.4
會 請 印傭 照顧 你 喔,0.0,0.0,0.0
印尼 加 油,0.0,0.0,0.0
前 幾樓 嘴 超 臭,0.0,0.2,0.7
印傭 好用 台 印 友好,0.4,0.0,2.75
支那 92 嘴巴 臭 捐 支那 買 飛彈 炸 92,0.0,0.1,0.7
基 本 上 來 說 這 沒問 題 支持,0.1111111111111111,0.0,1.55
一 堆 仇恨 言論 的 是 不 是 對岸 游 過來 的 五毛,0.0,0.07692307692307693,0.30000000000000004
才 一百萬 鎂 還 好 啦,0.16666666666666666,0.0,1.45
台灣 如 有 難 印尼 會 幫 嗎,0.0,0.0,0.0
不 是 很 喜歡 印尼 但 救 援 這 件 事 我 支持,0.15384615384615385,0.0,4.05
幹,0.0,1.0,0.0
台灣 不 是 不能 捐 要 嘛 沙 烏地阿拉伯,0.0,0.1111111111111111,0.75
捐 更多 因為 沙 國 是 回 教 國 家 老大 哥,0.0,0.08333333333333333,0.95
沙 國 當初 還 幫 印尼 蓋 清真寺,0.0,0.0,0.0
而且 還 吸引 印尼人 留學 沙 國 學習 古 蘭經,0.2,0.0,2.4
捐 太少,0.0,0.0,0.0
台灣人 超 虛偽 法 國 恐 攻 死 100多 人 一 堆人,0.0,0.16666666666666666,0.5750000000000001
就 弱智 跟 風 換上 法 國 國旗 還 在 那邊 pray for,0.0,0.0,0.0
推 這 次 真的 很 嚴重,0.0,0.16666666666666666,0.55
paris 印尼 地震 外 加 海嘯 死 幾千 人 台灣,0.0,0.2,0.65
救 災 捐錢 沒 啥 問題 噓 的 人 是 多 沒 人性,0.0,0.15384615384615385,3.1
人關 心 的 沒 幾 個 人 台灣 最美 的 風景 每 次 看,0.0,0.0,0.0
到 這 幾 個 字 都 想 笑,0.25,0.0,2.5
補 推回 來,0.0,0.0,0.0
92 黨工 連 人 道 救 援 都 要 帶 風 向 噁 爛,0.0,0.14285714285714285,1.8
好 幾 個 五毛 一 直 跳針 印尼 排華 很 可惡,0.09090909090909091,0.09090909090909091,1.7999999999999998
中國 惡行 被 全 世 界 排斥 簡 直 超活 該,0.0,0.18181818181818182,0.9500000000000001
捐給 印尼 還 行 啦 只 希望 他們 可以 對 我們 友,0.25,0.0,4.2
善,0.0,0.0,0.0
台印 友好 印尼 加 油,0.2,0.0,1.3
這 背骨 國 家 不值 得 幫,0.0,0.14285714285714285,0.65
一 群 五毛 淨 出 臭 嘴 帶 風 向 中國 人 在 全 世,0.0,0.06666666666666667,0.7
界 像 蟑螂 令 人 討厭,0.0,0.16666666666666666,0.4
印尼 加 油,0.0,0.0,0.0
捐給 中國 我 不 行 但 其他 國我 覺得 可以,0.0,0.0,0.0
別 捐給 中國 那些 錢 捐 其他 國 家 可以 捐 好 幾 年,0.07142857142857142,0.0,1.45
人 道 救 援 有 什麼 問題 又 不 是 捐給 玻璃 大,0.0,0.07692307692307693,1.85
很 ok,0.0,0.0,0.0
印尼 加 油,0.0,0.0,0.0
至 少人 家 不會 挪用 捐款 買 飛彈 對著 你,0.0,0.1,0.75
只要 不 是 捐給 中國 就 可以,0.0,0.0,0.0
比 捐給 支那 好 多 了,0.16666666666666666,0.0,1.45
有 邦交 嗎,0.0,0.0,0.0
其 實 三千萬 真的 沒有 很多 就 聊 表 心意 吧,0.09090909090909091,0.09090909090909091,2.0
捐給 那 種 比 台灣 更 落後 的 國 家 也 只 會 被,0.0,0.07142857142857142,0.6
貪 走,0.0,0.5,0.55
幹 印尼 那 種 垃圾 國 家 是 在 捐 什麼 錢,0.0,0.16666666666666666,0.30000000000000004
都 忘記 印尼 的 排華 運 動 了 嗎,0.0,0.1111111111111111,0.75
反對 台灣 那麼多 生活 不下 去 的 人 該 先 救 助,0.0,0.16666666666666666,2.45
小 道 消息 這 死亡 人數 遠 比 公 布 的 多,0.0,0.08333333333333333,0.30000000000000004
因為 很多 人 都 是 被 活 埋 的 挖出 來 還 要 時間,0.07142857142857142,0.0,1.15
印 勞 對台 灣 底層 人力 貢獻 不少 三千萬,0.1111111111111111,0.0,1.6
新 台幣 不 算 多 吧,0.0,0.0,0.0
不要 在 多 捐 了,0.0,0.2,0.75
而且 以前 印尼 還 替 台灣 的 老 潛 艦 弄到 魚,0.0,0.0,0.0
雷,0.0,0.0,0.0
合理 的 金額 啦,0.25,0.0,1.2
同 是 在 地震 帶 國 家 互 相 援 助 是 應 該 的 何況,0.0,0.0625,0.6
台灣 震 災 印尼 也 有 捐給 台灣 呀,0.0,0.1111111111111111,0.25
這 個 還可以,0.3333333333333333,0.0,1.25
台灣 必 須 要 跟 鄰居 好 好 相處 除了 惡 鄰 外,0.15384615384615385,0.0,2.9
資源 真的 有 辦 法 分 配 到 災 民 嗎,0.09090909090909091,0.09090909090909091,1.35
合理 金額,0.5,0.0,1.2
總比 捐給 某 國 買 飛彈 對 自己 好,0.2222222222222222,0.0,2.8
印尼 多少 勞工 來台 啊 捐 這 很 外交 啊,0.0,0.0,0.0
錢 捐給 習大 大 餵 豬 就 沒問 題,0.0,0.0,0.0
其 實不 算 多,0.0,0.0,0.0
在 台灣 很多 幫忙 照顧 家 中 長輩 的 都 是 印尼 朋,0.15384615384615385,0.0,2.5
友 印尼 也 沒 拿 飛彈 對台 灣 發生 這麼 嚴重,0.09090909090909091,0.09090909090909091,1.9000000000000001
的 傷亡 或多或少 是 一定 要 幫忙 的,0.125,0.125,1.6500000000000001
印尼 加 油,0.0,0.0,0.0
這 很正 常 數目 也 不 多 發文 的 帶 風 向 被 打臉,0.0,0.0,0.0
居然 會 認 為 台灣 政府 100萬 美算 多,0.0,0.1111111111111111,0.8999999999999999
可憐 的 原 po 想必 是 22 k 到現 在 十 年 了,0.0,0.07692307692307693,0.65
川震 都 捐 了 多少 這 真的 少 了,0.0,0.0,0.0
幹 你 馬勒 亂 撒 錢,0.0,0.3333333333333333,0.65
有建 交 才能 捐錢 的話 當初 捐給 中國 是,0.1111111111111111,0.0,1.4
這 錢 不 算 多 ok,0.0,0.0,0.0
p,0.0,0.0,0.0
我 有 捐 也 yaya 不然 要 捐給 中國 做 飛彈 嗎,0.0,0.0,0.0
人 道 問題,0.0,0.3333333333333333,0.8500000000000001
ok 啦 希望 印尼 真的 拿去 好 好 輔助 災 民,0.36363636363636365,0.09090909090909091,5.7
救 急 給 推,0.0,0.0,1.0
館長,0.0,0.0,0.0
才 3000萬 也 一 堆 低能 在 那邊 該,0.0,0.1111111111111111,0.4
噓 備 註,0.0,0.0,0.0
低能 92 要 不要 去 看 馬英九 捐給 中國 多少,0.0,0.2,1.15
捐錢 這 個 還是 得 推 只要 不 是 給 匪區 就好,0.0,0.0,0.0
這 點 小錢 台灣 給得起 啦,0.0,0.0,0.0
浪費錢,0.0,0.0,0.0
笑死 一 堆人 嘴砲 說 印尼 排華 怎麼 不 去 總 統,0.08333333333333333,0.0,1.1
府 抗議 印尼 排華 沒有 原諒,0.16666666666666666,0.3333333333333333,2.6
這 跟 228 事件 一樣 沒有 原諒 直 到 逼 政府 要 新,0.07692307692307693,0.07692307692307693,2.05
增 紀念 日,0.3333333333333333,0.0,1.15
才 100萬 就 在 叫 當年 川震 捐給 敵國 更多 勒,0.0,0.0,0.0
有種 每 年 的 5月 13號 去 抗議 印尼 政府 不要 在,0.08333333333333333,0.16666666666666666,2.7
這裡 打 嘴砲,0.0,0.3333333333333333,0.55
人 道 救 援 有 啥 好 酸 的,0.1111111111111111,0.1111111111111111,3.35
排華 的 前因後 果 誰 促成 的 都 搞 不清 楚,0.09090909090909091,0.09090909090909091,1.95
依照 行情 來 看 捐 太多 了 其他 國 家 有 捐 那,0.0,0.0,0.0
海盜 國 家,0.0,0.0,0.0
百萬 美元 台北 市 買 間 房 裝潢 一下 差 不多,0.0,0.09090909090909091,0.6
操 你 媽 3000萬 拿去 台灣 偏鄉 或 低收入 戶,0.0,0.1,0.25
或 給 我 都 比 捐給 落後 國 家 或 非 邦交 國 好,0.07142857142857142,0.07142857142857142,2.05
啦 幹,0.0,0.5,0.0
都 捐給 中國 了 還 有 哪裡 不能 捐,0.0,0.1111111111111111,0.75
台灣 凱成 這樣 國際 現實 還是 不會 變 啦,0.0,0.2222222222222222,1.65
太 盤 啦,0.0,0.0,0.0
該 捐 的 捐 百萬 結 果 幾十億 拿去 非 洲 大 撒幣,0.0,0.0,0.0
這樣 搞 以後 會 捐 不完,0.0,0.0,0.0
環 太 平 洋 火山 帶 最近 正 活躍,0.2222222222222222,0.0,2.75
印尼 是 鄰 國 捐 一下 沒問 題 吧,0.0,0.0,0.0
一 直 捐錢 給 日本 這 種有 錢 國 家 才 奇怪,0.0,0.08333333333333333,0.8
印尼 感謝 支那 幫忙,0.5,0.0,2.95
部 分 台灣人 嘴臉 真可 悲,0.0,0.0,0.0
捐 這 沒問 題 呀,0.0,0.0,0.0
面對 災難 不 分 什麼 人種 給 推,0.0,0.125,0.55
川震 才 叫 肉包 子 打 狗,0.0,0.14285714285714285,0.55
捐 這 個 沒 什麼 問題 吧 噓 個 屁 啊,0.0,0.09090909090909091,0.8500000000000001
很好 啊 願意 幫 印尼人,0.2,0.0,1.45
天 災 捐錢 我 覺得 ok 啊 又 不 是 亂 撒 錢,0.0,0.15384615384615385,0.9
捐 誰 捐 多少 隨便 全 世 界 就 他媽的 中國 不該 捐,0.0,0.15384615384615385,0.9
錢 給 中國 比 丟到 水溝 還 糟糕,0.0,0.125,0.55
有 台人 受 困 嗎 別 在 酸 了,0.0,0.2222222222222222,1.5999999999999999
我們 政府 很 有錢 唷,0.2,0.0,1.35
這 次 南韓 捐 了 6000萬 台幣 與 印尼 惡 交,0.0,0.0,0.0
的 澳洲 也 捐 了 1億 台幣 上 次 花 蓮 地震 印,0.0,0.07692307692307693,0.6
尼 也 為 台 捐 了 20萬 鎂,0.0,0.0,0.0
同 是 地震 帶 國 家 基 於 人 道 救 援 互 相,0.0,0.07142857142857142,1.6
總比 捐給 對岸 製 造 飛彈 好,0.14285714285714285,0.0,1.45
幫助 不為 過 吧,0.25,0.0,1.4
推文 有 些 人 真的 沒救 了,0.0,0.0,0.0
一百萬 美金 對 政府 預算 來 說 也 不 算 什,0.09090909090909091,0.0,1.35
麼 比不上 貪污 的 萬 分 之一 賞 給 國 外 貪,0.0,0.25,1.05
一 堆 925 毛 為 了 噓 而 噓 為了 罵 而 罵 xd,0.0,0.0,0.0
上 面 一 堆 說 幹話 的 真的 人 一 綠腦 堪慮,0.0,0.08333333333333333,0.675
人 什麼 叫 總比 捐給 中國 製 飛彈 好,0.1111111111111111,0.0,1.45
什麼 叫 一百萬 鎂 在 國 家 預算 還算 小錢,0.0,0.0,0.0
趕 羚 羊 自 家 國民 不照 顧 拿去 大 傻 b,0.0,0.08333333333333333,0.65
講 3 小雞 魚 人 道 救 援 禮 尚 往來 再 來 說,0.0,0.0,1.0
肯 幫忙 都 是 好事 結 果 南 部 沒錢,0.2,0.0,2.75
一百萬 美 還 好 吧 印尼 勞工 被 仲 介 坑 了 多少,0.07692307692307693,0.0,1.45
回饋 一 點 不為 過,0.0,0.0,0.0
捐 這 個 很 合理 比起 捐給 玻璃 國 好 多 了,0.16666666666666666,0.0,2.65
這 個 捐 的 算 合理,0.16666666666666666,0.0,1.2
幹 一 個 全 世 界 都 不 敢 承認 你 是 國 家 的,0.0,0.06666666666666667,1.0
小 島 一定 要 每 次 都 這樣 當 火山 孝子 嗎,0.0,0.0,0.0
川震 捐 70億 怎麼 沒 看到 92 來 吠,0.0,0.0,0.0
人 道 救 援 也 能 崩成 這 哦,0.0,0.0,1.0
前 面 瘋狂 想帶 風 向 ㄎㄎ,0.0,0.14285714285714285,0.8500000000000001
如 果 捐給 支那 的話 那 真的 太多 了,0.0,0.0,0.0
噓 的 人 完全 沒有 人情 事故 麻木,0.125,0.375,3.1500000000000004
天 佑 印尼,0.0,0.0,0.0
這 也 一 堆人 崩潰 是 怎樣,0.0,0.2857142857142857,1.25
人 道 救 援 有 甚 麼 好噓 的 zz 一 堆 低能,0.0,0.07692307692307693,1.4
只要 不 捐 支那 我 都 沒意 見,0.0,0.0,0.0
比起 金 援 外交 這 件 事 值得 多 了,0.1,0.0,1.35
人 家 承認 台灣 政府 嗎,0.0,0.0,1.0
真的 是 太 慘 了,0.0,0.2,0.44999999999999996
黨工 上班,0.0,0.0,0.0
台南 高雄 受 災戶 表 示 幹,0.0,0.14285714285714285,0.0
不 是 支那 支持,0.25,0.0,1.55
對 唯一 敵國 支那 都 能 捐 了 這 只 是 小錢,0.08333333333333333,0.0,1.35
又 浪費錢 了 都 進 權貴 口袋 了 吧,0.0,0.0,0.0
這 種 嚴重 天 災 支援 一下 沒 啥 好 酸 的 吧,0.15384615384615385,0.23076923076923078,4.3
不知 道 在 崩潰 甚 麼,0.0,0.3333333333333333,1.3499999999999999
台灣 很多 老人 都 印尼 朋友 照顧 的,0.25,0.0,2.5999999999999996
重大 天 災 幫忙 一下 很 可以 啊,0.125,0.25,2.55
支持 印尼 加 油,0.25,0.0,1.55
前 幾樓 真的 是 被 滲透 嚴重,0.0,0.2857142857142857,1.35
台灣 只能靠 捐錢 刷存 在,0.0,0.0,0.0
100 w 鎂 是 真的 是 很少 的 錢 捐 的 很好 適當,0.07692307692307693,0.0,1.3
表達 關心,0.5,0.0,1.35
只要 不 是 捐 支那 3億 也 沒 差,0.0,0.1111111111111111,0.6
灑 錢 外交 南下 政策 把 外勞 當成 神明 在 養,0.0,0.0,0.0
把 勞工 當成 賤民,0.0,0.25,0.30000000000000004
捐 支那 才 是 浪費 還 買 飛彈 想 打 台灣 忘 恩 負,0.07142857142857142,0.14285714285714285,2.25
義 的 畜牲 就 是 支那,0.16666666666666666,0.0,1.35
五毛 超多,0.0,0.0,0.0
比起 一些 低能 給 中國 錢 送 中國 技術 的 好 多,0.08333333333333333,0.08333333333333333,1.85
這 種 捐款 不 算 大 灑幣 吧 1600 人 欸,0.0,0.0,0.0
柯 藍粉 7 pu pu 不 是 柯 p 捐 的 都 大 灑幣,0.0,0.0,0.0
還 好 吧 算 實質 外交,0.16666666666666666,0.0,1.45
奇怪 了 捐錢 賑 災 也 有 反對 是 怎樣 而且,0.0,0.36363636363636365,2.45
金額 不大,0.0,0.5,0.9750000000000001
不 是 邦交 國,0.0,0.0,0.0
這 ok,0.0,0.0,0.0
草 問 過 我 了 嗎,0.0,0.0,0.0
dpp 太 低估 柯粉 了,0.0,0.0,0.0
1124 滅 東廠票 投 國民黨,0.0,0.0,0.0
馬迷 閉嘴 啦,0.0,0.0,0.0
中肯,1.0,0.0,1.25
深 綠丁粉 不 是 綠 營 政論 自己 號召 的 嗎,0.0,0.0,0.0
有 第三 黨 當然 投 第三 黨,0.14285714285714285,0.0,1.05
dpp 一 堆 名嘴 立委 覺得 柯粉 還 不成 氣 候,0.0,0.09090909090909091,0.7
漂白 大使 黃 暐翰,0.0,0.0,0.0
實在 沒辦法 才 投 kmt,0.2,0.2,1.9000000000000001
到 底 不 投綠 投藍 是 三 小,0.0,0.0,0.0
柯粉 1124 滅 東廠 kmt 復 屁 結論 就 1 個 中國,0.0,0.0,0.0
1124 滅 東廠,0.0,0.0,0.0
1124 還 阿北 公 道,0.0,0.0,0.0
看假 新 聞 跟著 放炮 的 馬迷,0.0,0.0,0.0
年 底 刺激 了 完全 執政 會 慘敗 嗎,0.0,0.2222222222222222,0.9750000000000001
期待 蔡英文 賴 清德 陳 菊 阿 扁 選前 一 跪,0.09090909090909091,0.0,1.3
柯粉 投 第3 不 投綠 沒 第3 投不 會 投 kmt,0.0,0.0,0.0
這 隻 的 講法 就 是 白痴 92 最 希望 的 結 果,0.07692307692307693,0.07692307692307693,1.85
馬迷,0.0,0.0,0.0
可惜 有 夢 最美 慢慢 作 夢 吧,0.0,0.125,0.65
憤怒 小雞,0.0,0.5,0.4
taso 會 怕 帶 風 向 是 沒用 的 還 不如 多 勸 民進黨,0.0,0.21428571428571427,1.95
你們 跟 kmt 一起 去死吧,0.0,0.0,0.0
1124 滅 你 媽,0.0,0.0,0.0
在選 舉 前 不要 再造 謠 抹黑,0.0,0.2857142857142857,1.3
垃圾 dpp,0.0,0.5,0.30000000000000004
老實 說 我 覺得 真柯粉 智力 沒 那麼 低 啦,0.2,0.0,2.4000000000000004
1124 滅 你 媽,0.0,0.0,0.0
假 新 聞 的 幫手 還 有 臉,0.125,0.0,1.35
所以 第3 是 要 投 誰,0.0,0.0,0.0
dpp 跟 4 年 前 kmt 一樣 狂秀 下限,0.0,0.0,0.0
整件事 很明 顯 就 92 假 柯粉 一 直 要 把 整 個,0.0,0.0,0.0
1124 滅 東廠 選票 集 中 國民黨,0.0,0.0,0.0
dpp 都 連結 到 仇 柯,0.0,0.16666666666666666,0.35
年 底 就 知道 到 底 是 柯 p 贏 還是 dpp 贏,0.23076923076923078,0.0,4.2
1124 滅 東廠,0.0,0.0,0.0
馬迷 胡說八道 害 死 駐日 外交官,0.0,0.3333333333333333,0.65
不一定 歐 連 造謠 新 聞 都 可能 相信 了,0.1,0.1,2.15
整 個 過程 中 其 實 民進黨 除了 那 幾 個 柯黑,0.0,0.0,0.0
先對 執 迷 不悟 的 民進黨 柯黑 祭 斬 惡劍 到 數 49 天,0.0,0.0,0.0
綠吱 就 盡 量 消 毒 沒關 係 xd,0.0,0.1111111111111111,0.44999999999999996
1124 二岸 一 家親 迎 中國 集 中 營,0.0,0.0,0.0
沒關 係 啦 柯粉 都 是 92 別 怕 別 怕,0.0,0.18181818181818182,1.1
大致上 表現 都 算 中立 甚 至 幫 柯 說話,0.0,0.0,0.0
總統府 和 行政院 長 和 衛 福 部長 都 出來 說話,0.0,0.0,0.0
我 看 1124 滅 東廠 票 投 國民黨 了 還 第3 咧,0.0,0.0,0.0
柯粉 慌 了 柯粉 怕 了,0.0,0.3333333333333333,1.1
不 投 國民黨 根本 沒資 格 當 柯粉,0.0,0.0,0.0
還 有 近 50 天 到時 早 就 忘 了,0.0,0.0,0.0
阿 災 死人 公投 連署 破壞 直 接 民 主 大概 能,0.0,0.25,1.0
